V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
47,0.2117,0.5982,0.152,0.9846,699,0.4457,0.8437,0.6451,0.0445,0.1409,203,0.3834,-1,0.8172,0.8173,0
60,0.1693,0.5982,0.5022,0.9846,914,0.4457,0.8437,0.2904,0.0327,0.1409,64,0.3834,-1,0.8172,0.8173,0
51,0.2117,0.5982,0.3047,0.9846,7816,0.5543,0.8437,0.2904,0.0372,0.3089,76,0.2774,-1,0.8172,0.8173,0
56,0.0492,0.5982,0.5022,0.9846,728,0.4457,0.8437,0.6451,0.0516,0.0889,163,0.2774,110,0.0002,0.1108,0
59,0.2155,0.5982,0.0411,0.9846,3428,0.5543,0.1563,0.6451,0.0389,0.0889,103,0.3834,-1,0.8172,0.8173,0
49,0.2155,0.5982,0.3047,0.9846,223,0.4457,0.8437,0.6451,0.0396,0.1409,22,0.0003,-1,0.8172,0.8173,0
49,0.1141,0.5982,0.5022,0.9846,2254,0.4457,0.8437,0.6451,0.0445,0.1409,77,0.3834,-1,0.8172,0.8173,0
56,0.1693,0.5982,0.5022,0.9846,589,0.5543,0.8437,0.6451,0.0516,0.0889,208,0.3834,26,0.0252,0.0339,0
38,0.1693,0.5982,0.5022,0.9846,79,0.5543,0.8437,0.6451,0.0567,0.1409,209,0.2774,-1,0.8172,0.8173,0
46,0.2117,0.5982,0.5022,0.9846,78,0.5543,0.1563,0.2904,0.0401,0.3089,145,0.3834,-1,0.8172,0.8173,0
58,0.1693,0.2833,0.5022,0.9846,409,0.4457,0.1563,0.6451,0.0411,0.1517,643,0.2774,-1,0.8172,0.8173,0
36,0.0334,0.5982,0.5022,0.9846,352,0.5543,0.8437,0.2904,0.0457,0.3089,139,0.2774,-1,0.8172,0.8173,0
29,0.2117,0.5982,0.5022,0.9846,-312,0.5543,0.1563,0.6451,0.0411,0.3089,130,0.2774,-1,0.8172,0.8173,0
39,0.2117,0.5982,0.5022,0.9846,1044,0.5543,0.8437,0.6451,0.0253,0.0584,158,0.3834,-1,0.8172,0.8173,0
36,0.2155,0.2833,0.3047,0.9846,227,0.4457,0.1563,0.6451,0.0401,0.1409,336,0.0814,-1,0.8172,0.8173,0
37,0.1141,0.5982,0.5022,0.9846,1967,0.4457,0.8437,0.0645,0.0266,0.015,376,0.3834,-1,0.8172,0.8173,1
44,0.0334,0.5982,0.152,0.9846,650,0.5543,0.8437,0.6451,0.0419,0.3089,142,0.2774,-1,0.8172,0.8173,0
34,0.2117,0.5982,0.152,0.9846,1309,0.5543,0.8437,0.6451,0.0372,0.3089,456,0.2774,364,0.0623,0.1108,0
51,0.1141,0.1185,0.5022,0.9846,115,0.5543,0.1563,0.2904,0.0423,0.3089,136,0.3834,-1,0.8172,0.8173,0
27,0.1693,0.2833,0.5022,0.9846,337,0.4457,0.8437,0.2904,0.0354,0.1517,23,0.3834,-1,0.8172,0.8173,1
49,0.1693,0.1185,0.3047,0.9846,874,0.5543,0.8437,0.2904,0.03,0.3089,152,0.2774,-1,0.8172,0.8173,0
65,0.0492,0.5982,0.0411,0.9846,679,0.4457,0.8437,0.6451,0.0348,0.3089,593,0.2774,178,0.0623,0.0339,0
36,0.0898,0.5982,0.5022,0.9846,8114,0.5543,0.8437,0.2904,0.0419,0.1128,505,0.3834,-1,0.8172,0.8173,0
32,0.2155,0.2833,0.5022,0.9846,453,0.5543,0.8437,0.6451,0.0253,0.0584,544,0.3834,269,0.0471,0.1108,0
56,0.2155,0.5982,0.3047,0.9846,0,0.5543,0.8437,0.0645,0.0445,0.3089,259,0.2774,-1,0.8172,0.8173,0
28,0.2117,0.5982,0.5022,0.9846,258,0.5543,0.8437,0.6451,0.01,0.1517,134,0.3834,-1,0.8172,0.8173,0
59,0.2155,0.5982,0.3047,0.9846,2540,0.4457,0.8437,0.6451,0.03,0.1517,1432,0.0359,-1,0.8172,0.8173,0
28,0.2117,0.5982,0.5022,0.9846,196,0.5543,0.8437,0.2904,0.0259,0.1128,176,0.0137,-1,0.8172,0.8173,0
33,0.0307,0.2833,0.3047,0.9846,14889,0.5543,0.8437,0.6451,0.0237,0.0584,22,0.1245,-1,0.8172,0.8173,0
44,0.2155,0.5982,0.3047,0.9846,0,0.4457,0.8437,0.6451,0.0423,0.1517,54,0.2774,-1,0.8172,0.8173,0
39,0.0276,0.2833,0.152,0.9846,1340,0.4457,0.8437,0.2904,0.0516,0.1128,113,0.2774,-1,0.8172,0.8173,0
33,0.2155,0.5982,0.3047,0.9846,1323,0.4457,0.8437,0.6451,0.007,0.1128,327,0.3834,-1,0.8172,0.8173,1
60,0.0059,0.5982,0.152,0.9846,4722,0.4457,0.8437,0.2904,0.0567,0.1128,459,0.1245,-1,0.8172,0.8173,0
34,0.0898,0.2833,0.5022,0.9846,267,0.4457,0.8437,0.6451,0.0423,0.1517,449,0.2774,-1,0.8172,0.8173,1
33,0.2117,0.1185,0.152,0.9846,60,0.4457,0.8437,0.2904,0.0354,0.3089,131,0.3834,-1,0.8172,0.8173,0
39,0.2155,0.1185,0.3047,0.9846,355,0.5543,0.8437,0.6451,0.0191,0.1409,313,0.0359,-1,0.8172,0.8173,0
31,0.2117,0.1185,0.5022,0.9846,-452,0.5543,0.8437,0.2904,0.0259,0.3089,182,0.0359,-1,0.8172,0.8173,0
38,0.2155,0.5982,0.5022,0.9846,93,0.4457,0.8437,0.2904,0.0237,0.1517,515,0.2774,-1,0.8172,0.8173,0
32,0.2117,0.5982,0.5022,0.9846,10142,0.5543,0.8437,0.6451,0.0567,0.0889,249,0.3834,-1,0.8172,0.8173,0
24,0.021,0.2833,0.5022,0.9846,82,0.5543,0.8437,0.2904,0.0445,0.3089,204,0.2774,-1,0.8172,0.8173,0
40,0.0318,0.5982,0.5022,0.9846,1270,0.5543,0.8437,0.6451,0.0423,0.3089,1049,0.2774,-1,0.8172,0.8173,0
47,0.1693,0.2833,0.5022,0.9846,80,0.5543,0.8437,0.6451,0.03,0.1517,169,0.0359,-1,0.8172,0.8173,0
37,0.1141,0.2833,0.5022,0.9846,-17,0.5543,0.8437,0.6451,0.0338,0.3089,400,0.2774,340,0.0471,0.1108,0
57,0.2155,0.5982,0.3047,0.9846,113,0.4457,0.8437,0.6451,0.0237,0.0584,191,0.2774,-1,0.8172,0.8173,0
44,0.1141,0.5982,0.5022,0.9846,447,0.5543,0.1563,0.2904,0.0411,0.3089,106,0.0359,-1,0.8172,0.8173,0
31,0.1693,0.2833,0.5022,0.9846,-348,0.5543,0.8437,0.6451,0.0516,0.3089,410,0.3834,-1,0.8172,0.8173,0
29,0.1141,0.5982,0.3047,0.9846,238,0.4457,0.8437,0.6451,0.0259,0.0584,79,0.3834,-1,0.8172,0.8173,0
60,0.2117,0.1185,0.152,0.9846,7601,0.5543,0.8437,0.2904,0.0423,0.3089,285,0.3834,-1,0.8172,0.8173,0
55,0.1693,0.5982,0.5022,0.9846,-14,0.5543,0.8437,0.6451,0.0372,0.3089,82,0.0814,-1,0.8172,0.8173,0
50,0.0307,0.5982,0.152,0.9846,210,0.4457,0.8437,0.2904,0.03,0.1128,247,0.2774,-1,0.8172,0.8173,0
26,0.0898,0.2833,0.5022,0.9846,1163,0.4457,0.1563,0.6451,0.0396,0.1517,239,0.0814,-1,0.8172,0.8173,0
28,0.2155,0.2833,0.3047,0.9846,492,0.4457,0.8437,0.6451,0.0253,0.1517,281,0.3834,-1,0.8172,0.8173,0
41,0.1141,0.5982,0.5022,0.9846,2661,0.5543,0.8437,0.0645,0.01,0.1517,258,0.3834,-1,0.8172,0.8173,0
33,0.0059,0.2833,0.0411,0.9846,1,0.4457,0.8437,0.2904,0.0445,0.3089,198,0.3834,-1,0.8172,0.8173,0
37,0.1693,0.5982,0.5022,0.9846,123,0.5543,0.1563,0.2904,0.0419,0.3089,530,0.2774,-1,0.8172,0.8173,0
53,0.0276,0.5982,0.152,0.9846,104,0.4457,0.1563,0.2904,0.0445,0.1128,701,0.3834,-1,0.8172,0.8173,1
45,0.0318,0.5982,0.3047,0.9846,-312,0.4457,0.8437,0.0645,0.0516,0.0889,46,0.0814,-1,0.8172,0.8173,0
61,0.1693,0.5982,0.152,0.9846,2282,0.4457,0.8437,0.6451,0.0191,0.0889,1092,0.3834,-1,0.8172,0.8173,0
48,0.2155,0.5982,0.0411,0.9846,375,0.4457,0.8437,0.6451,0.0396,0.0305,290,0.1245,-1,0.8172,0.8173,0
29,0.1693,0.2833,0.5022,0.9846,1165,0.4457,0.8437,0.6451,0.0253,0.1128,245,0.3834,-1,0.8172,0.8173,1
34,0.1693,0.5982,0.5022,0.0154,91,0.4457,0.8437,0.6451,0.0379,0.1409,67,0.0814,-1,0.8172,0.8173,0
35,0.0318,0.5982,0.5022,0.9846,188,0.5543,0.1563,0.2904,0.0445,0.1128,1865,0.2774,-1,0.8172,0.8173,1
43,0.0898,0.5982,0.5022,0.9846,861,0.5543,0.8437,0.2904,0.0354,0.1128,78,0.3834,-1,0.8172,0.8173,0
30,0.0898,0.5982,0.5022,0.9846,249,0.5543,0.8437,0.6451,0.0433,0.0651,294,0.3834,275,0.0471,0.1108,0
58,0.0492,0.5982,0.5022,0.9846,413,0.4457,0.8437,0.6451,0.0266,0.1409,104,0.0359,-1,0.8172,0.8173,0
54,0.0318,0.5982,0.0411,0.9846,204,0.4457,0.8437,0.6451,0.0266,0.1409,231,0.0359,-1,0.8172,0.8173,0
27,0.1141,0.2833,0.5022,0.9846,1492,0.5543,0.8437,0.2904,0.02,0.3089,67,0.0025,-1,0.8172,0.8173,0
45,0.2155,0.5982,0.3047,0.9846,3857,0.5543,0.8437,0.6451,0.0338,0.1409,425,0.2774,190,0.0623,0.1108,0
50,0.1693,0.5982,0.3047,0.9846,329,0.4457,0.8437,0.6451,0.0389,0.1409,329,0.0814,-1,0.8172,0.8173,0
49,0.1141,0.5982,0.5022,0.9846,326,0.5543,0.8437,0.2904,0.0401,0.3089,99,0.2774,-1,0.8172,0.8173,0
28,0.2117,0.2833,0.3047,0.9846,1984,0.5543,0.8437,0.6451,0.0327,0.3089,32,0.2774,14,0.0623,0.1108,0
34,0.1693,0.5982,0.5022,0.9846,256,0.5543,0.8437,0.6451,0.0372,0.1409,201,0.2774,267,0.0623,0.1108,0
33,0.1141,0.2833,0.3047,0.9846,193,0.4457,0.8437,0.2904,0.0445,0.3089,132,0.2774,-1,0.8172,0.8173,0
36,0.0307,0.5982,0.5022,0.9846,-129,0.5543,0.8437,0.6451,0.0379,0.1517,121,0.1245,-1,0.8172,0.8173,0
27,0.1141,0.2833,0.5022,0.9846,691,0.5543,0.8437,0.2904,0.0237,0.1128,418,0.2774,-1,0.8172,0.8173,0
40,0.0492,0.2833,0.5022,0.9846,1734,0.5543,0.8437,0.2904,0.0237,0.1128,123,0.0814,-1,0.8172,0.8173,0
34,0.2117,0.5982,0.5022,0.9846,563,0.4457,0.1563,0.6451,0.0237,0.0584,150,0.2774,-1,0.8172,0.8173,0
47,0.2117,0.5982,0.5022,0.9846,303,0.4457,0.8437,0.2904,0.0338,0.1128,261,0.3834,-1,0.8172,0.8173,0
40,0.2117,0.5982,0.5022,0.9846,1313,0.4457,0.8437,0.2904,0.0411,0.3089,87,0.3834,-1,0.8172,0.8173,0
56,0.2117,0.2833,0.5022,0.9846,6483,0.5543,0.8437,0.6451,0.03,0.0651,125,0.2774,-1,0.8172,0.8173,0
60,0.2155,0.5982,0.3047,0.9846,73,0.4457,0.8437,0.0645,0.0423,0.1409,243,0.2774,-1,0.8172,0.8173,1
47,0.1141,0.5982,0.0411,0.9846,0,0.5543,0.8437,0.2904,0.0401,0.3089,164,0.3834,-1,0.8172,0.8173,0
54,0.2155,0.5982,0.5022,0.9846,4816,0.4457,0.1563,0.6451,0.0354,0.1517,406,0.3834,-1,0.8172,0.8173,0
31,0.021,0.2833,0.3047,0.9846,117,0.5543,0.8437,0.0645,0.0516,0.1517,41,0.3834,-1,0.8172,0.8173,0
52,0.2155,0.2833,0.3047,0.9846,37,0.4457,0.8437,0.6451,0.0401,0.1517,1284,0.3834,-1,0.8172,0.8173,0
24,0.021,0.2833,0.5022,0.9846,431,0.4457,0.8437,0.6451,0.0389,0.1409,418,0.005,185,0.0102,0.0339,1
30,0.0898,0.5982,0.5022,0.9846,5,0.4457,0.1563,0.6451,0.0118,0.1517,829,0.0359,-1,0.8172,0.8173,1
46,0.2117,0.5982,0.152,0.9846,-339,0.5543,0.1563,0.6451,0.0338,0.3089,182,0.2774,-1,0.8172,0.8173,0
45,0.1141,0.5982,0.5022,0.9846,171,0.5543,0.8437,0.2904,0.0372,0.3089,539,0.3834,-1,0.8172,0.8173,0
40,0.021,0.2833,0.5022,0.9846,595,0.5543,0.8437,0.6451,0.0237,0.1128,406,0.2774,-1,0.8172,0.8173,1
32,0.1141,0.5982,0.5022,0.9846,684,0.5543,0.8437,0.6451,0.0411,0.3089,607,0.1245,-1,0.8172,0.8173,1
26,0.0898,0.5982,0.5022,0.9846,4,0.5543,0.8437,0.6451,0.0396,0.1517,201,0.2774,-1,0.8172,0.8173,0
35,0.1693,0.5982,0.3047,0.9846,0,0.5543,0.1563,0.6451,0.0259,0.0651,135,0.1245,363,0.0471,0.1108,0
53,0.0334,0.5982,0.5022,0.9846,230,0.5543,0.8437,0.6451,0.0327,0.0584,56,0.2774,250,0.0623,0.038,0
49,0.2155,0.5982,0.3047,0.9846,108,0.4457,0.8437,0.6451,0.0259,0.1409,210,0.0314,-1,0.8172,0.8173,0
52,0.2117,0.5982,0.152,0.9846,0,0.4457,0.8437,0.6451,0.0338,0.1409,179,0.0814,-1,0.8172,0.8173,0
41,0.1693,0.2833,0.3047,0.9846,15302,0.4457,0.8437,0.6451,0.0389,0.1409,121,0.0814,-1,0.8172,0.8173,0
57,0.1141,0.5982,0.5022,0.9846,4168,0.5543,0.1563,0.2904,0.03,0.3089,47,0.3834,-1,0.8172,0.8173,0
51,0.2117,0.5982,0.152,0.9846,48,0.4457,0.1563,0.2904,0.0433,0.1128,130,0.3834,-1,0.8172,0.8173,0
31,0.0898,0.2833,0.5022,0.9846,166,0.5543,0.8437,0.6451,0.0338,0.3089,227,0.3834,-1,0.8172,0.8173,0
36,0.2155,0.5982,0.3047,0.9846,11675,0.5543,0.8437,0.6451,0.0567,0.0889,48,0.3834,-1,0.8172,0.8173,0
35,0.0492,0.5982,0.152,0.9846,329,0.4457,0.1563,0.6451,0.0423,0.1517,520,0.1245,-1,0.8172,0.8173,0
49,0.2117,0.5982,0.152,0.9846,154,0.5543,0.8437,0.6451,0.0516,0.1409,26,0.0023,-1,0.8172,0.8173,0
35,0.0334,0.5982,0.3047,0.9846,7962,0.5543,0.8437,0.6451,0.0354,0.0651,275,0.2774,140,0.0471,0.1108,0
31,0.2155,0.5982,0.5022,0.9846,466,0.5543,0.8437,0.6451,0.0411,0.3089,164,0.3834,-1,0.8172,0.8173,0
37,0.2117,0.5982,0.0411,0.9846,969,0.5543,0.8437,0.6451,0.0411,0.3089,343,0.2774,-1,0.8172,0.8173,0
32,0.1693,0.5982,0.3047,0.9846,2976,0.5543,0.8437,0.6451,0.0445,0.0584,783,0.3834,175,0.0102,0.1108,1
41,0.1141,0.5982,0.5022,0.9846,4320,0.5543,0.8437,0.2904,0.0445,0.1128,245,0.2774,-1,0.8172,0.8173,0
30,0.1693,0.2833,0.3047,0.9846,880,0.5543,0.1563,0.2904,0.0389,0.3089,967,0.0314,-1,0.8172,0.8173,1
36,0.0318,0.5982,0.5022,0.9846,1245,0.5543,0.8437,0.6451,0.0354,0.0584,8,0.0137,248,0.0017,0.0339,0
33,0.2117,0.5982,0.5022,0.9846,315,0.4457,0.8437,0.6451,0.0327,0.0584,146,0.1245,-1,0.8172,0.8173,1
51,0.1693,0.2833,0.5022,0.9846,1153,0.5543,0.8437,0.6451,0.0567,0.0651,76,0.0359,-1,0.8172,0.8173,0
32,0.2155,0.2833,0.3047,0.9846,0,0.4457,0.8437,0.6451,0.0379,0.1409,63,0.2774,-1,0.8172,0.8173,0
40,0.2117,0.5982,0.152,0.9846,442,0.5543,0.8437,0.6451,0.007,0.0651,212,0.3834,-1,0.8172,0.8173,0
43,0.2155,0.2833,0.3047,0.9846,483,0.4457,0.8437,0.6451,0.0389,0.1409,950,0.0314,-1,0.8172,0.8173,1
34,0.2117,0.5982,0.152,0.9846,695,0.5543,0.1563,0.2904,0.03,0.3089,1064,0.0814,-1,0.8172,0.8173,1
40,0.0276,0.5982,0.5022,0.9846,84,0.5543,0.1563,0.2904,0.0372,0.1128,230,0.0137,-1,0.8172,0.8173,0
51,0.2117,0.5982,0.5022,0.9846,2007,0.5543,0.8437,0.6451,0.0372,0.1409,1226,0.1245,-1,0.8172,0.8173,1
58,0.0276,0.1185,0.5022,0.9846,0,0.4457,0.8437,0.6451,0.0253,0.1517,478,0.2774,-1,0.8172,0.8173,1
47,0.0898,0.5982,0.5022,0.9846,1315,0.4457,0.8437,0.6451,0.0567,0.0889,329,0.0814,-1,0.8172,0.8173,1
52,0.2155,0.5982,0.3047,0.9846,698,0.5543,0.8437,0.6451,0.0338,0.1517,213,0.2774,-1,0.8172,0.8173,0
53,0.2155,0.5982,0.3047,0.9846,6525,0.5543,0.8437,0.2904,0.0253,0.1128,73,0.1245,-1,0.8172,0.8173,0
32,0.2117,0.5982,0.5022,0.9846,736,0.5543,0.8437,0.2904,0.02,0.3089,700,0.1245,-1,0.8172,0.8173,0
32,0.1693,0.5982,0.5022,0.9846,0,0.5543,0.1563,0.6451,0.0118,0.1517,428,0.3834,-1,0.8172,0.8173,0
49,0.1693,0.2833,0.5022,0.9846,9131,0.5543,0.8437,0.6451,0.0516,0.1409,532,0.3834,461,0.0102,0.1108,1
57,0.1693,0.1185,0.152,0.9846,13,0.5543,0.8437,0.6451,0.0423,0.3089,323,0.2774,368,0.0471,0.1108,0
38,0.2155,0.5982,0.3047,0.9846,14352,0.4457,0.8437,0.2904,0.0419,0.0132,8,0.3834,-1,0.8172,0.8173,0
32,0.1693,0.5982,0.5022,0.9846,-410,0.5543,0.1563,0.6451,0.0372,0.3089,179,0.1245,-1,0.8172,0.8173,0
20,0.021,0.5982,0.0411,0.9846,292,0.4457,0.8437,0.6451,0.0327,0.3089,45,0.3834,-1,0.8172,0.8173,0
32,0.1141,0.1185,0.5022,0.9846,298,0.5543,0.8437,0.6451,0.0354,0.0584,12,0.0814,-1,0.8172,0.8173,0
33,0.2155,0.5982,0.3047,0.9846,3915,0.4457,0.8437,0.6451,0.0401,0.1409,65,0.0814,-1,0.8172,0.8173,0
30,0.021,0.2833,0.0411,0.9846,145,0.4457,0.8437,0.6451,0.0445,0.0584,96,0.1245,175,0.0623,0.1108,0
37,0.0334,0.5982,0.3047,0.9846,264,0.5543,0.1563,0.2904,0.03,0.1128,220,0.3834,-1,0.8172,0.8173,0
34,0.1693,0.5982,0.5022,0.9846,0,0.5543,0.8437,0.6451,0.0191,0.1517,141,0.1245,-1,0.8172,0.8173,0
32,0.1141,0.2833,0.5022,0.9846,289,0.4457,0.8437,0.2904,0.0368,0.3089,255,0.0032,-1,0.8172,0.8173,0
36,0.2155,0.5982,0.3047,0.9846,82,0.4457,0.8437,0.6451,0.0253,0.0584,124,0.3834,178,0.0162,0.0339,0
49,0.1141,0.1185,0.5022,0.9846,560,0.5543,0.8437,0.6451,0.0191,0.1517,85,0.1245,-1,0.8172,0.8173,0
49,0.1693,0.5982,0.5022,0.0154,410,0.4457,0.8437,0.6451,0.0266,0.1409,117,0.0137,-1,0.8172,0.8173,0
53,0.1141,0.1185,0.5022,0.9846,887,0.5543,0.8437,0.2904,0.0348,0.3089,169,0.2774,-1,0.8172,0.8173,0
53,0.2155,0.1185,0.3047,0.9846,6649,0.5543,0.8437,0.6451,0.0401,0.1517,83,0.3834,-1,0.8172,0.8173,0
56,0.1693,0.1185,0.5022,0.9846,3450,0.4457,0.8437,0.6451,0.0118,0.1409,507,0.3834,181,0.0471,0.0339,1
50,0.2117,0.5982,0.5022,0.9846,3988,0.4457,0.8437,0.2904,0.0337,0.1128,165,0.0814,-1,0.8172,0.8173,0
31,0.0307,0.2833,0.152,0.9846,1,0.4457,0.8437,0.6451,0.0253,0.0584,19,0.0314,-1,0.8172,0.8173,0
75,0.0492,0.5982,0.152,0.9846,962,0.4457,0.8437,0.6451,0.0433,0.1128,344,0.3834,-1,0.8172,0.8173,0
34,0.2155,0.5982,0.3047,0.9846,158,0.4457,0.8437,0.6451,0.0354,0.0132,278,0.2774,132,0.0162,0.1108,1
56,0.0492,0.1185,0.5022,0.9846,-82,0.4457,0.1563,0.6451,0.0379,0.1517,234,0.0314,-1,0.8172,0.8173,0
56,0.2155,0.2833,0.3047,0.9846,545,0.5543,0.8437,0.6451,0.0379,0.0305,86,0.3834,-1,0.8172,0.8173,0
44,0.1693,0.2833,0.5022,0.9846,59,0.5543,0.8437,0.6451,0.0516,0.3089,9,0.0814,341,0.0002,0.1108,0
38,0.0898,0.5982,0.5022,0.9846,434,0.5543,0.8437,0.2904,0.0567,0.3089,411,0.3834,-1,0.8172,0.8173,0
51,0.1693,0.1185,0.152,0.9846,300,0.4457,0.1563,0.6451,0.0445,0.0584,8,0.0314,-1,0.8172,0.8173,0
42,0.2155,0.2833,0.3047,0.9846,1206,0.4457,0.8437,0.2904,0.0354,0.1128,136,0.0814,-1,0.8172,0.8173,0
37,0.2155,0.5982,0.3047,0.9846,784,0.5543,0.8437,0.6451,0.0354,0.0584,41,0.1245,-1,0.8172,0.8173,0
26,0.2117,0.5982,0.5022,0.9846,245,0.5543,0.8437,0.2904,0.0396,0.3089,146,0.2774,-1,0.8172,0.8173,0
43,0.2117,0.5982,0.5022,0.9846,1035,0.4457,0.8437,0.6451,0.0396,0.0305,122,0.3834,-1,0.8172,0.8173,0
31,0.2155,0.2833,0.3047,0.9846,1475,0.5543,0.1563,0.2904,0.0253,0.1128,76,0.3834,-1,0.8172,0.8173,0
36,0.1693,0.5982,0.3047,0.9846,341,0.4457,0.8437,0.6451,0.0372,0.0584,419,0.2774,183,0.0623,0.0339,1
46,0.2155,0.5982,0.3047,0.9846,2671,0.4457,0.8437,0.6451,0.0348,0.0889,180,0.1245,91,0.0162,0.0339,0
27,0.2155,0.2833,0.3047,0.9846,6791,0.4457,0.8437,0.6451,0.01,0.1128,136,0.0359,94,0.0001,0.1108,0
37,0.2155,0.1185,0.3047,0.9846,199,0.5543,0.8437,0.2904,0.0516,0.015,50,0.3834,-1,0.8172,0.8173,0
36,0.2155,0.5982,0.3047,0.9846,699,0.4457,0.8437,0.6451,0.02,0.1517,125,0.3834,-1,0.8172,0.8173,0
27,0.0334,0.5982,0.3047,0.9846,-23,0.4457,0.8437,0.6451,0.0118,0.1517,123,0.0814,-1,0.8172,0.8173,0
41,0.1693,0.5982,0.5022,0.9846,2185,0.5543,0.8437,0.6451,0.0401,0.0651,157,0.0814,309,0.0162,0.038,0
44,0.2155,0.5982,0.3047,0.9846,318,0.4457,0.8437,0.6451,0.0516,0.0889,638,0.2774,-1,0.8172,0.8173,0
32,0.2155,0.2833,0.3047,0.9846,715,0.4457,0.8437,0.6451,0.0338,0.1409,159,0.3834,-1,0.8172,0.8173,0
24,0.021,0.2833,0.5022,0.9846,1684,0.4457,0.8437,0.6451,0.0419,0.0651,112,0.0814,-1,0.8172,0.8173,0
60,0.0276,0.5982,0.0411,0.9846,10285,0.4457,0.8437,0.2904,0.0419,0.1128,174,0.2774,-1,0.8172,0.8173,0
31,0.1693,0.2833,0.5022,0.9846,147,0.5543,0.8437,0.2904,0.0401,0.3089,374,0.3834,-1,0.8172,0.8173,0
57,0.2155,0.1185,0.3047,0.9846,909,0.5543,0.8437,0.6451,0.0191,0.1517,147,0.2774,-1,0.8172,0.8173,0
